"","Generation","Identity","Population","Frequency","Group_id","Unique_id"
"329",2.5,"genotype-12",3.65,0.0239344262295082,"genotype-12","genotype-12_2.5"
"332",2.5,"genotype-31",0.55,0.00360655737704918,"genotype-31","genotype-31_2.5"
"364",2.5,"genotype-31",0.55,0.00360655737704918,"genotype-31a","genotype-31a_2.5"
"345",2.5,"genotype-26",0,0,"genotype-26","genotype-26_2.5"
"377",2.5,"genotype-26",0,0,"genotype-26a","genotype-26a_2.5"
"331",2.5,"genotype-18",0.7875,0.00516393442622951,"genotype-18","genotype-18_2.5"
"335",2.5,"genotype-2",0.325,0.00213114754098361,"genotype-2","genotype-2_2.5"
"367",2.5,"genotype-2",0.325,0.00213114754098361,"genotype-2a","genotype-2a_2.5"
"333",2.5,"genotype-1",0.4125,0.00270491803278689,"genotype-1","genotype-1_2.5"
"365",2.5,"genotype-1",0.4125,0.00270491803278689,"genotype-1a","genotype-1a_2.5"
"363",2.5,"genotype-18",0.7875,0.00516393442622951,"genotype-18a","genotype-18a_2.5"
"361",2.5,"genotype-12",3.65,0.0239344262295082,"genotype-12a","genotype-12a_2.5"
"368",2.5,"genotype-0",0,0,"genotype-0a","genotype-0a_2.5"
"398",3,"genotype-0",0,0,"genotype-0","genotype-0_3"
"395",3,"genotype-9",2.85,0.0100564573041637,"genotype-9","genotype-9_3"
"427",3,"genotype-9",2.85,0.0100564573041637,"genotype-9a","genotype-9a_3"
"388",3,"genotype-19",19.25,0.0679251940719831,"genotype-19","genotype-19_3"
"391",3,"genotype-29",7.9,0.0278757939308398,"genotype-29","genotype-29_3"
"423",3,"genotype-29",7.9,0.0278757939308398,"genotype-29a","genotype-29a_3"
"396",3,"genotype-6",2.8,0.00988002822865209,"genotype-6","genotype-6_3"
"394",3,"genotype-14",3.65,0.01287932251235,"genotype-14","genotype-14_3"
"401",3,"genotype-16",0,0,"genotype-16","genotype-16_3"
"433",3,"genotype-16",0,0,"genotype-16a","genotype-16a_3"
"416",3,"genotype-8",0,0,"genotype-8","genotype-8_3"
"448",3,"genotype-8",0,0,"genotype-8a","genotype-8a_3"
"415",3,"genotype-7",0,0,"genotype-7","genotype-7_3"
"447",3,"genotype-7",0,0,"genotype-7a","genotype-7a_3"
"414",3,"genotype-5",0,0,"genotype-5","genotype-5_3"
"446",3,"genotype-5",0,0,"genotype-5a","genotype-5a_3"
"408",3,"genotype-23",0,0,"genotype-23","genotype-23_3"
"440",3,"genotype-23",0,0,"genotype-23a","genotype-23a_3"
"400",3,"genotype-11",0,0,"genotype-11","genotype-11_3"
"432",3,"genotype-11",0,0,"genotype-11a","genotype-11a_3"
"410",3,"genotype-27",0,0,"genotype-27","genotype-27_3"
"442",3,"genotype-27",0,0,"genotype-27a","genotype-27a_3"
"406",3,"genotype-21",0,0,"genotype-21","genotype-21_3"
"438",3,"genotype-21",0,0,"genotype-21a","genotype-21a_3"
"412",3,"genotype-3",0,0,"genotype-3","genotype-3_3"
"444",3,"genotype-3",0,0,"genotype-3a","genotype-3a_3"
"411",3,"genotype-28",0,0,"genotype-28","genotype-28_3"
"443",3,"genotype-28",0,0,"genotype-28a","genotype-28a_3"
"407",3,"genotype-22",0,0,"genotype-22","genotype-22_3"
"439",3,"genotype-22",0,0,"genotype-22a","genotype-22a_3"
"402",3,"genotype-17",0,0,"genotype-17","genotype-17_3"
"434",3,"genotype-17",0,0,"genotype-17a","genotype-17a_3"
"405",3,"genotype-20",0,0,"genotype-20","genotype-20_3"
"437",3,"genotype-20",0,0,"genotype-20a","genotype-20a_3"
"386",3,"genotype-4",23.85,0.0841566690190544,"genotype-4","genotype-4_3"
"418",3,"genotype-4",23.85,0.0841566690190544,"genotype-4a","genotype-4a_3"
"387",3,"genotype-10",22.8,0.0804516584333098,"genotype-10","genotype-10_3"
"419",3,"genotype-10",22.8,0.0804516584333098,"genotype-10a","genotype-10a_3"
"397",3,"genotype-13",0.35,0.00123500352858151,"genotype-13","genotype-13_3"
"429",3,"genotype-13",0.35,0.00123500352858151,"genotype-13a","genotype-13a_3"
"426",3,"genotype-14",3.65,0.01287932251235,"genotype-14a","genotype-14a_3"
"390",3,"genotype-30",8.65,0.0305222300635145,"genotype-30","genotype-30_3"
"422",3,"genotype-30",8.65,0.0305222300635145,"genotype-30a","genotype-30a_3"
"389",3,"genotype-24",8.7,0.0306986591390261,"genotype-24","genotype-24_3"
"421",3,"genotype-24",8.7,0.0306986591390261,"genotype-24a","genotype-24a_3"
"392",3,"genotype-15",7.3,0.0257586450247001,"genotype-15","genotype-15_3"
"424",3,"genotype-15",7.3,0.0257586450247001,"genotype-15a","genotype-15a_3"
"385",3,"genotype-25",27.95,0.0986238532110092,"genotype-25","genotype-25_3"
"417",3,"genotype-25",27.95,0.0986238532110092,"genotype-25a","genotype-25a_3"
"428",3,"genotype-6",2.8,0.00988002822865209,"genotype-6a","genotype-6a_3"
"420",3,"genotype-19",19.25,0.0679251940719831,"genotype-19a","genotype-19a_3"
"393",3,"genotype-12",5.65,0.0199364855328158,"genotype-12","genotype-12_3"
"413",3,"genotype-31",0,0,"genotype-31","genotype-31_3"
"445",3,"genotype-31",0,0,"genotype-31a","genotype-31a_3"
"409",3,"genotype-26",0,0,"genotype-26","genotype-26_3"
"441",3,"genotype-26",0,0,"genotype-26a","genotype-26a_3"
"403",3,"genotype-18",0,0,"genotype-18","genotype-18_3"
"404",3,"genotype-2",0,0,"genotype-2","genotype-2_3"
"436",3,"genotype-2",0,0,"genotype-2a","genotype-2a_3"
"399",3,"genotype-1",0,0,"genotype-1","genotype-1_3"
"431",3,"genotype-1",0,0,"genotype-1a","genotype-1a_3"
"435",3,"genotype-18",0,0,"genotype-18a","genotype-18a_3"
"425",3,"genotype-12",5.65,0.0199364855328158,"genotype-12a","genotype-12a_3"
"430",3,"genotype-0",0,0,"genotype-0a","genotype-0a_3"
"462",4,"genotype-0",0,0,"genotype-0","genotype-0_4"
"459",4,"genotype-9",2.525,0.00891753487550768,"genotype-9","genotype-9_4"
"491",4,"genotype-9",2.525,0.00891753487550768,"genotype-9a","genotype-9a_4"
"452",4,"genotype-19",9.875,0.0348755076814409,"genotype-19","genotype-19_4"
"455",4,"genotype-29",3.95,0.0139502030725764,"genotype-29","genotype-29_4"
"487",4,"genotype-29",3.95,0.0139502030725764,"genotype-29a","genotype-29a_4"
"460",4,"genotype-6",1.65,0.00582730001765849,"genotype-6","genotype-6_4"
"457",4,"genotype-14",3.35,0.0118311848843369,"genotype-14","genotype-14_4"
"465",4,"genotype-16",0,0,"genotype-16","genotype-16_4"
"497",4,"genotype-16",0,0,"genotype-16a","genotype-16a_4"
"480",4,"genotype-8",0,0,"genotype-8","genotype-8_4"
"512",4,"genotype-8",0,0,"genotype-8a","genotype-8a_4"
"479",4,"genotype-7",0,0,"genotype-7","genotype-7_4"
"511",4,"genotype-7",0,0,"genotype-7a","genotype-7a_4"
"478",4,"genotype-5",0,0,"genotype-5","genotype-5_4"
"510",4,"genotype-5",0,0,"genotype-5a","genotype-5a_4"
"472",4,"genotype-23",0,0,"genotype-23","genotype-23_4"
"504",4,"genotype-23",0,0,"genotype-23a","genotype-23a_4"
"464",4,"genotype-11",0,0,"genotype-11","genotype-11_4"
"496",4,"genotype-11",0,0,"genotype-11a","genotype-11a_4"
"474",4,"genotype-27",0,0,"genotype-27","genotype-27_4"
"506",4,"genotype-27",0,0,"genotype-27a","genotype-27a_4"
"470",4,"genotype-21",0,0,"genotype-21","genotype-21_4"
"502",4,"genotype-21",0,0,"genotype-21a","genotype-21a_4"
"476",4,"genotype-3",0,0,"genotype-3","genotype-3_4"
"508",4,"genotype-3",0,0,"genotype-3a","genotype-3a_4"
"475",4,"genotype-28",0,0,"genotype-28","genotype-28_4"
"507",4,"genotype-28",0,0,"genotype-28a","genotype-28a_4"
"471",4,"genotype-22",0,0,"genotype-22","genotype-22_4"
"503",4,"genotype-22",0,0,"genotype-22a","genotype-22a_4"
"466",4,"genotype-17",0,0,"genotype-17","genotype-17_4"
"498",4,"genotype-17",0,0,"genotype-17a","genotype-17a_4"
"469",4,"genotype-20",0,0,"genotype-20","genotype-20_4"
"501",4,"genotype-20",0,0,"genotype-20a","genotype-20a_4"
"451",4,"genotype-4",33.2,0.11725233974925,"genotype-4","genotype-4_4"
"483",4,"genotype-4",33.2,0.11725233974925,"genotype-4a","genotype-4a_4"
"450",4,"genotype-10",33.55,0.118488433692389,"genotype-10","genotype-10_4"
"482",4,"genotype-10",33.55,0.118488433692389,"genotype-10a","genotype-10a_4"
"461",4,"genotype-13",0.5,0.00176584849019954,"genotype-13","genotype-13_4"
"493",4,"genotype-13",0.5,0.00176584849019954,"genotype-13a","genotype-13a_4"
"489",4,"genotype-14",3.35,0.0118311848843369,"genotype-14a","genotype-14a_4"
"454",4,"genotype-30",4.325,0.015274589440226,"genotype-30","genotype-30_4"
"486",4,"genotype-30",4.325,0.015274589440226,"genotype-30a","genotype-30a_4"
"453",4,"genotype-24",4.35,0.015362881864736,"genotype-24","genotype-24_4"
"485",4,"genotype-24",4.35,0.015362881864736,"genotype-24a","genotype-24a_4"
"456",4,"genotype-15",3.65,0.0128906939784566,"genotype-15","genotype-15_4"
"488",4,"genotype-15",3.65,0.0128906939784566,"genotype-15a","genotype-15a_4"
"449",4,"genotype-25",37.825,0.133586438283595,"genotype-25","genotype-25_4"
"481",4,"genotype-25",37.825,0.133586438283595,"genotype-25a","genotype-25a_4"
"492",4,"genotype-6",1.65,0.00582730001765849,"genotype-6a","genotype-6a_4"
"484",4,"genotype-19",9.875,0.0348755076814409,"genotype-19a","genotype-19a_4"
"458",4,"genotype-12",2.825,0.00997704396962741,"genotype-12","genotype-12_4"
"477",4,"genotype-31",0,0,"genotype-31","genotype-31_4"
"509",4,"genotype-31",0,0,"genotype-31a","genotype-31a_4"
"473",4,"genotype-26",0,0,"genotype-26","genotype-26_4"
"505",4,"genotype-26",0,0,"genotype-26a","genotype-26a_4"
"467",4,"genotype-18",0,0,"genotype-18","genotype-18_4"
"468",4,"genotype-2",0,0,"genotype-2","genotype-2_4"
"500",4,"genotype-2",0,0,"genotype-2a","genotype-2a_4"
"463",4,"genotype-1",0,0,"genotype-1","genotype-1_4"
"495",4,"genotype-1",0,0,"genotype-1a","genotype-1a_4"
"499",4,"genotype-18",0,0,"genotype-18a","genotype-18a_4"
"490",4,"genotype-12",2.825,0.00997704396962741,"genotype-12a","genotype-12a_4"
"494",4,"genotype-0",0,0,"genotype-0a","genotype-0a_4"
"522",5,"genotype-0",0,0,"genotype-0","genotype-0_5"
"517",5,"genotype-9",2.2,0.0077492074674181,"genotype-9","genotype-9_5"
"549",5,"genotype-9",2.2,0.0077492074674181,"genotype-9a","genotype-9a_5"
"519",5,"genotype-19",0.5,0.0017611835153223,"genotype-19","genotype-19_5"
"538",5,"genotype-29",0,0,"genotype-29","genotype-29_5"
"570",5,"genotype-29",0,0,"genotype-29a","genotype-29a_5"
"521",5,"genotype-6",0.5,0.0017611835153223,"genotype-6","genotype-6_5"
"516",5,"genotype-14",3.05000000000001,0.010743219443466,"genotype-14","genotype-14_5"
"527",5,"genotype-16",0,0,"genotype-16","genotype-16_5"
"559",5,"genotype-16",0,0,"genotype-16a","genotype-16a_5"
"544",5,"genotype-8",0,0,"genotype-8","genotype-8_5"
"576",5,"genotype-8",0,0,"genotype-8a","genotype-8a_5"
"543",5,"genotype-7",0,0,"genotype-7","genotype-7_5"
"575",5,"genotype-7",0,0,"genotype-7a","genotype-7a_5"
"542",5,"genotype-5",0,0,"genotype-5","genotype-5_5"
"574",5,"genotype-5",0,0,"genotype-5a","genotype-5a_5"
"533",5,"genotype-23",0,0,"genotype-23","genotype-23_5"
"565",5,"genotype-23",0,0,"genotype-23a","genotype-23a_5"
"524",5,"genotype-11",0,0,"genotype-11","genotype-11_5"
"556",5,"genotype-11",0,0,"genotype-11a","genotype-11a_5"
"536",5,"genotype-27",0,0,"genotype-27","genotype-27_5"
"568",5,"genotype-27",0,0,"genotype-27a","genotype-27a_5"
"531",5,"genotype-21",0,0,"genotype-21","genotype-21_5"
"563",5,"genotype-21",0,0,"genotype-21a","genotype-21a_5"
"539",5,"genotype-3",0,0,"genotype-3","genotype-3_5"
"571",5,"genotype-3",0,0,"genotype-3a","genotype-3a_5"
"537",5,"genotype-28",0,0,"genotype-28","genotype-28_5"
"569",5,"genotype-28",0,0,"genotype-28a","genotype-28a_5"
"532",5,"genotype-22",0,0,"genotype-22","genotype-22_5"
"564",5,"genotype-22",0,0,"genotype-22a","genotype-22a_5"
"528",5,"genotype-17",0,0,"genotype-17","genotype-17_5"
"560",5,"genotype-17",0,0,"genotype-17a","genotype-17a_5"
"520",5,"genotype-20",0.5,0.0017611835153223,"genotype-20","genotype-20_5"
"552",5,"genotype-20",0.5,0.0017611835153223,"genotype-20a","genotype-20a_5"
"515",5,"genotype-4",42.55,0.149876717153927,"genotype-4","genotype-4_5"
"547",5,"genotype-4",42.55,0.149876717153927,"genotype-4a","genotype-4a_5"
"514",5,"genotype-10",44.3,0.156040859457555,"genotype-10","genotype-10_5"
"546",5,"genotype-10",44.3,0.156040859457555,"genotype-10a","genotype-10a_5"
"518",5,"genotype-13",0.65,0.00228953856991899,"genotype-13","genotype-13_5"
"550",5,"genotype-13",0.65,0.00228953856991899,"genotype-13a","genotype-13a_5"
"548",5,"genotype-14",3.05000000000001,0.010743219443466,"genotype-14a","genotype-14a_5"
"540",5,"genotype-30",0,0,"genotype-30","genotype-30_5"
"572",5,"genotype-30",0,0,"genotype-30a","genotype-30a_5"
"534",5,"genotype-24",0,0,"genotype-24","genotype-24_5"
"566",5,"genotype-24",0,0,"genotype-24a","genotype-24a_5"
"526",5,"genotype-15",0,0,"genotype-15","genotype-15_5"
"558",5,"genotype-15",0,0,"genotype-15a","genotype-15a_5"
"513",5,"genotype-25",47.7,0.168016907361747,"genotype-25","genotype-25_5"
"545",5,"genotype-25",47.7,0.168016907361747,"genotype-25a","genotype-25a_5"
"553",5,"genotype-6",0.5,0.0017611835153223,"genotype-6a","genotype-6a_5"
"551",5,"genotype-19",0.5,0.0017611835153223,"genotype-19a","genotype-19a_5"
"525",5,"genotype-12",0,0,"genotype-12","genotype-12_5"
"541",5,"genotype-31",0,0,"genotype-31","genotype-31_5"
"573",5,"genotype-31",0,0,"genotype-31a","genotype-31a_5"
"535",5,"genotype-26",0,0,"genotype-26","genotype-26_5"
"567",5,"genotype-26",0,0,"genotype-26a","genotype-26a_5"
"529",5,"genotype-18",0,0,"genotype-18","genotype-18_5"
"530",5,"genotype-2",0,0,"genotype-2","genotype-2_5"
"562",5,"genotype-2",0,0,"genotype-2a","genotype-2a_5"
"523",5,"genotype-1",0,0,"genotype-1","genotype-1_5"
"555",5,"genotype-1",0,0,"genotype-1a","genotype-1a_5"
"561",5,"genotype-18",0,0,"genotype-18a","genotype-18a_5"
"557",5,"genotype-12",0,0,"genotype-12a","genotype-12a_5"
"554",5,"genotype-0",0,0,"genotype-0a","genotype-0a_5"
"586",5.5,"genotype-0",0,0,"genotype-0","genotype-0_5.5"
"583",5.5,"genotype-9",1.1,0.00375554796858996,"genotype-9","genotype-9_5.5"
"615",5.5,"genotype-9",1.1,0.00375554796858996,"genotype-9a","genotype-9a_5.5"
"584",5.5,"genotype-19",0.5,0.00170706725844998,"genotype-19","genotype-19_5.5"
"602",5.5,"genotype-29",0,0,"genotype-29","genotype-29_5.5"
"634",5.5,"genotype-29",0,0,"genotype-29a","genotype-29a_5.5"
"585",5.5,"genotype-6",0.5,0.00170706725844998,"genotype-6","genotype-6_5.5"
"580",5.5,"genotype-14",9.87500000000001,0.0337145783543872,"genotype-14","genotype-14_5.5"
"591",5.5,"genotype-16",0,0,"genotype-16","genotype-16_5.5"
"623",5.5,"genotype-16",0,0,"genotype-16a","genotype-16a_5.5"
"608",5.5,"genotype-8",0,0,"genotype-8","genotype-8_5.5"
"640",5.5,"genotype-8",0,0,"genotype-8a","genotype-8a_5.5"
"607",5.5,"genotype-7",0,0,"genotype-7","genotype-7_5.5"
"639",5.5,"genotype-7",0,0,"genotype-7a","genotype-7a_5.5"
"606",5.5,"genotype-5",0,0,"genotype-5","genotype-5_5.5"
"638",5.5,"genotype-5",0,0,"genotype-5a","genotype-5a_5.5"
"597",5.5,"genotype-23",0,0,"genotype-23","genotype-23_5.5"
"629",5.5,"genotype-23",0,0,"genotype-23a","genotype-23a_5.5"
"588",5.5,"genotype-11",0,0,"genotype-11","genotype-11_5.5"
"620",5.5,"genotype-11",0,0,"genotype-11a","genotype-11a_5.5"
"600",5.5,"genotype-27",0,0,"genotype-27","genotype-27_5.5"
"632",5.5,"genotype-27",0,0,"genotype-27a","genotype-27a_5.5"
"595",5.5,"genotype-21",0,0,"genotype-21","genotype-21_5.5"
"627",5.5,"genotype-21",0,0,"genotype-21a","genotype-21a_5.5"
"603",5.5,"genotype-3",0,0,"genotype-3","genotype-3_5.5"
"635",5.5,"genotype-3",0,0,"genotype-3a","genotype-3a_5.5"
"601",5.5,"genotype-28",0,0,"genotype-28","genotype-28_5.5"
"633",5.5,"genotype-28",0,0,"genotype-28a","genotype-28a_5.5"
"596",5.5,"genotype-22",0,0,"genotype-22","genotype-22_5.5"
"628",5.5,"genotype-22",0,0,"genotype-22a","genotype-22a_5.5"
"592",5.5,"genotype-17",0,0,"genotype-17","genotype-17_5.5"
"624",5.5,"genotype-17",0,0,"genotype-17a","genotype-17a_5.5"
"581",5.5,"genotype-20",8.375,0.0285933765790372,"genotype-20","genotype-20_5.5"
"613",5.5,"genotype-20",8.375,0.0285933765790372,"genotype-20a","genotype-20a_5.5"
"579",5.5,"genotype-4",37.925,0.129481051553431,"genotype-4","genotype-4_5.5"
"611",5.5,"genotype-4",37.925,0.129481051553431,"genotype-4a","genotype-4a_5.5"
"578",5.5,"genotype-10",38,0.129737111642199,"genotype-10","genotype-10_5.5"
"610",5.5,"genotype-10",38,0.129737111642199,"genotype-10a","genotype-10a_5.5"
"582",5.5,"genotype-13",1.325,0.00452372823489245,"genotype-13","genotype-13_5.5"
"614",5.5,"genotype-13",1.325,0.00452372823489245,"genotype-13a","genotype-13a_5.5"
"612",5.5,"genotype-14",9.87500000000001,0.0337145783543872,"genotype-14a","genotype-14a_5.5"
"604",5.5,"genotype-30",0,0,"genotype-30","genotype-30_5.5"
"636",5.5,"genotype-30",0,0,"genotype-30a","genotype-30a_5.5"
"598",5.5,"genotype-24",0,0,"genotype-24","genotype-24_5.5"
"630",5.5,"genotype-24",0,0,"genotype-24a","genotype-24a_5.5"
"590",5.5,"genotype-15",0,0,"genotype-15","genotype-15_5.5"
"622",5.5,"genotype-15",0,0,"genotype-15a","genotype-15a_5.5"
"577",5.5,"genotype-25",48.85,0.166780471150563,"genotype-25","genotype-25_5.5"
"609",5.5,"genotype-25",48.85,0.166780471150563,"genotype-25a","genotype-25a_5.5"
"617",5.5,"genotype-6",0.5,0.00170706725844998,"genotype-6a","genotype-6a_5.5"
"616",5.5,"genotype-19",0.5,0.00170706725844998,"genotype-19a","genotype-19a_5.5"
"589",5.5,"genotype-12",0,0,"genotype-12","genotype-12_5.5"
"605",5.5,"genotype-31",0,0,"genotype-31","genotype-31_5.5"
"637",5.5,"genotype-31",0,0,"genotype-31a","genotype-31a_5.5"
"599",5.5,"genotype-26",0,0,"genotype-26","genotype-26_5.5"
"631",5.5,"genotype-26",0,0,"genotype-26a","genotype-26a_5.5"
"593",5.5,"genotype-18",0,0,"genotype-18","genotype-18_5.5"
"594",5.5,"genotype-2",0,0,"genotype-2","genotype-2_5.5"
"626",5.5,"genotype-2",0,0,"genotype-2a","genotype-2a_5.5"
"587",5.5,"genotype-1",0,0,"genotype-1","genotype-1_5.5"
"619",5.5,"genotype-1",0,0,"genotype-1a","genotype-1a_5.5"
"625",5.5,"genotype-18",0,0,"genotype-18a","genotype-18a_5.5"
"621",5.5,"genotype-12",0,0,"genotype-12a","genotype-12a_5.5"
"618",5.5,"genotype-0",0,0,"genotype-0a","genotype-0a_5.5"
"653",6,"genotype-0",0,0,"genotype-0","genotype-0_6"
"672",6,"genotype-9",0,0,"genotype-9","genotype-9_6"
"704",6,"genotype-9",0,0,"genotype-9a","genotype-9a_6"
"651",6,"genotype-19",0.5,0.00138274336283186,"genotype-19","genotype-19_6"
"666",6,"genotype-29",0,0,"genotype-29","genotype-29_6"
"698",6,"genotype-29",0,0,"genotype-29a","genotype-29a_6"
"652",6,"genotype-6",0.5,0.00138274336283186,"genotype-6","genotype-6_6"
"644",6,"genotype-14",16.7,0.0461836283185841,"genotype-14","genotype-14_6"
"658",6,"genotype-16",0,0,"genotype-16","genotype-16_6"
"690",6,"genotype-16",0,0,"genotype-16a","genotype-16a_6"
"671",6,"genotype-8",0,0,"genotype-8","genotype-8_6"
"703",6,"genotype-8",0,0,"genotype-8a","genotype-8a_6"
"670",6,"genotype-7",0,0,"genotype-7","genotype-7_6"
"702",6,"genotype-7",0,0,"genotype-7a","genotype-7a_6"
"669",6,"genotype-5",0,0,"genotype-5","genotype-5_6"
"701",6,"genotype-5",0,0,"genotype-5a","genotype-5a_6"
"662",6,"genotype-23",0,0,"genotype-23","genotype-23_6"
"694",6,"genotype-23",0,0,"genotype-23a","genotype-23a_6"
"655",6,"genotype-11",0,0,"genotype-11","genotype-11_6"
"687",6,"genotype-11",0,0,"genotype-11a","genotype-11a_6"
"665",6,"genotype-27",0,0,"genotype-27","genotype-27_6"
"697",6,"genotype-27",0,0,"genotype-27a","genotype-27a_6"
"661",6,"genotype-21",0,0,"genotype-21","genotype-21_6"
"693",6,"genotype-21",0,0,"genotype-21a","genotype-21a_6"
"646",6,"genotype-3",13.15,0.0363661504424779,"genotype-3","genotype-3_6"
"678",6,"genotype-3",13.15,0.0363661504424779,"genotype-3a","genotype-3a_6"
"647",6,"genotype-28",12,0.0331858407079646,"genotype-28","genotype-28_6"
"679",6,"genotype-28",12,0.0331858407079646,"genotype-28a","genotype-28a_6"
"650",6,"genotype-22",1.35,0.00373340707964602,"genotype-22","genotype-22_6"
"682",6,"genotype-22",1.35,0.00373340707964602,"genotype-22a","genotype-22a_6"
"648",6,"genotype-17",3.35,0.00926438053097345,"genotype-17","genotype-17_6"
"680",6,"genotype-17",3.35,0.00926438053097345,"genotype-17a","genotype-17a_6"
"645",6,"genotype-20",16.25,0.0449391592920354,"genotype-20","genotype-20_6"
"677",6,"genotype-20",16.25,0.0449391592920354,"genotype-20a","genotype-20a_6"
"642",6,"genotype-4",33.3,0.0920907079646018,"genotype-4","genotype-4_6"
"674",6,"genotype-4",33.3,0.0920907079646018,"genotype-4a","genotype-4a_6"
"643",6,"genotype-10",31.7,0.0876659292035398,"genotype-10","genotype-10_6"
"675",6,"genotype-10",31.7,0.0876659292035398,"genotype-10a","genotype-10a_6"
"649",6,"genotype-13",2,0.00553097345132743,"genotype-13","genotype-13_6"
"681",6,"genotype-13",2,0.00553097345132743,"genotype-13a","genotype-13a_6"
"676",6,"genotype-14",16.7,0.0461836283185841,"genotype-14a","genotype-14a_6"
"667",6,"genotype-30",0,0,"genotype-30","genotype-30_6"
"699",6,"genotype-30",0,0,"genotype-30a","genotype-30a_6"
"663",6,"genotype-24",0,0,"genotype-24","genotype-24_6"
"695",6,"genotype-24",0,0,"genotype-24a","genotype-24a_6"
"657",6,"genotype-15",0,0,"genotype-15","genotype-15_6"
"689",6,"genotype-15",0,0,"genotype-15a","genotype-15a_6"
"641",6,"genotype-25",50,0.138274336283186,"genotype-25","genotype-25_6"
"673",6,"genotype-25",50,0.138274336283186,"genotype-25a","genotype-25a_6"
"684",6,"genotype-6",0.5,0.00138274336283186,"genotype-6a","genotype-6a_6"
"683",6,"genotype-19",0.5,0.00138274336283186,"genotype-19a","genotype-19a_6"
"656",6,"genotype-12",0,0,"genotype-12","genotype-12_6"
"668",6,"genotype-31",0,0,"genotype-31","genotype-31_6"
"700",6,"genotype-31",0,0,"genotype-31a","genotype-31a_6"
"664",6,"genotype-26",0,0,"genotype-26","genotype-26_6"
"696",6,"genotype-26",0,0,"genotype-26a","genotype-26a_6"
"659",6,"genotype-18",0,0,"genotype-18","genotype-18_6"
"660",6,"genotype-2",0,0,"genotype-2","genotype-2_6"
"692",6,"genotype-2",0,0,"genotype-2a","genotype-2a_6"
"654",6,"genotype-1",0,0,"genotype-1","genotype-1_6"
"686",6,"genotype-1",0,0,"genotype-1a","genotype-1a_6"
"691",6,"genotype-18",0,0,"genotype-18a","genotype-18a_6"
"688",6,"genotype-12",0,0,"genotype-12a","genotype-12a_6"
"685",6,"genotype-0",0,0,"genotype-0a","genotype-0a_6"
"717",6.5,"genotype-0",0,0,"genotype-0","genotype-0_6.5"
"736",6.5,"genotype-9",0,0,"genotype-9","genotype-9_6.5"
"768",6.5,"genotype-9",0,0,"genotype-9a","genotype-9a_6.5"
"715",6.5,"genotype-19",0.5,0.00142938822184105,"genotype-19","genotype-19_6.5"
"730",6.5,"genotype-29",0,0,"genotype-29","genotype-29_6.5"
"762",6.5,"genotype-29",0,0,"genotype-29a","genotype-29a_6.5"
"716",6.5,"genotype-6",0.5,0.00142938822184105,"genotype-6","genotype-6_6.5"
"708",6.5,"genotype-14",10.1,0.0288736420811892,"genotype-14","genotype-14_6.5"
"722",6.5,"genotype-16",0,0,"genotype-16","genotype-16_6.5"
"754",6.5,"genotype-16",0,0,"genotype-16a","genotype-16a_6.5"
"735",6.5,"genotype-8",0,0,"genotype-8","genotype-8_6.5"
"767",6.5,"genotype-8",0,0,"genotype-8a","genotype-8a_6.5"
"734",6.5,"genotype-7",0,0,"genotype-7","genotype-7_6.5"
"766",6.5,"genotype-7",0,0,"genotype-7a","genotype-7a_6.5"
"733",6.5,"genotype-5",0,0,"genotype-5","genotype-5_6.5"
"765",6.5,"genotype-5",0,0,"genotype-5a","genotype-5a_6.5"
"726",6.5,"genotype-23",0,0,"genotype-23","genotype-23_6.5"
"758",6.5,"genotype-23",0,0,"genotype-23a","genotype-23a_6.5"
"719",6.5,"genotype-11",0,0,"genotype-11","genotype-11_6.5"
"751",6.5,"genotype-11",0,0,"genotype-11a","genotype-11a_6.5"
"729",6.5,"genotype-27",0,0,"genotype-27","genotype-27_6.5"
"761",6.5,"genotype-27",0,0,"genotype-27a","genotype-27a_6.5"
"725",6.5,"genotype-21",0,0,"genotype-21","genotype-21_6.5"
"757",6.5,"genotype-21",0,0,"genotype-21a","genotype-21a_6.5"
"710",6.5,"genotype-3",8.325,0.0237993138936535,"genotype-3","genotype-3_6.5"
"742",6.5,"genotype-3",8.325,0.0237993138936535,"genotype-3a","genotype-3a_6.5"
"711",6.5,"genotype-28",7.675,0.0219411092052601,"genotype-28","genotype-28_6.5"
"743",6.5,"genotype-28",7.675,0.0219411092052601,"genotype-28a","genotype-28a_6.5"
"712",6.5,"genotype-22",4.1,0.0117209834190966,"genotype-22","genotype-22_6.5"
"744",6.5,"genotype-22",4.1,0.0117209834190966,"genotype-22a","genotype-22a_6.5"
"713",6.5,"genotype-17",3.875,0.0110777587192682,"genotype-17","genotype-17_6.5"
"745",6.5,"genotype-17",3.875,0.0110777587192682,"genotype-17a","genotype-17a_6.5"
"709",6.5,"genotype-20",10.05,0.0287307032590051,"genotype-20","genotype-20_6.5"
"741",6.5,"genotype-20",10.05,0.0287307032590051,"genotype-20a","genotype-20a_6.5"
"707",6.5,"genotype-4",39,0.111492281303602,"genotype-4","genotype-4_6.5"
"739",6.5,"genotype-4",39,0.111492281303602,"genotype-4a","genotype-4a_6.5"
"706",6.5,"genotype-10",39.1,0.11177815894797,"genotype-10","genotype-10_6.5"
"738",6.5,"genotype-10",39.1,0.11177815894797,"genotype-10a","genotype-10a_6.5"
"714",6.5,"genotype-13",1.675,0.00478845054316752,"genotype-13","genotype-13_6.5"
