Generation	Identity	Population	Frequency	Group_id	Unique_id
24.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_24
24.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_24
24.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_24
24.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_24
24.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_24
24.0	genotype-green	0.0	0.0	genotype-greena	genotype-greena_24
24.0	genotype-orange	9.4099263436249	0.094099263436249	genotype-orange	genotype-orange_24
24.0	genotype-orange	9.4099263436249	0.094099263436249	genotype-orangea	genotype-orangea_24
24.0	genotype-red	40.239644850115496	0.40239644850115497	genotype-reda	genotype-reda_24
24.0	genotype-0	0.3504288062596004	0.003504288062596004	genotype-0a	genotype-0a_24
25.0	genotype-0	0.09189291374350006	0.0009189291374350006	genotype-0	genotype-0_25
25.0	genotype-red	40.1303311700109	0.40130331170010897	genotype-red	genotype-red_25
25.0	genotype-green	0.0	0.0	genotype-green	genotype-green_25
25.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_25
25.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_25
25.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_25
25.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_25
25.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_25
25.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_25
25.0	genotype-green	0.0	0.0	genotype-greena	genotype-greena_25
25.0	genotype-orange	9.7777759162456	0.097777759162456	genotype-orange	genotype-orange_25
25.0	genotype-orange	9.7777759162456	0.097777759162456	genotype-orangea	genotype-orangea_25
25.0	genotype-red	40.1303311700109	0.40130331170010897	genotype-reda	genotype-reda_25
25.0	genotype-0	0.09189291374350006	0.0009189291374350006	genotype-0a	genotype-0a_25
26.0	genotype-0	0.01969098279640491	0.0001969098279640491	genotype-0	genotype-0_26
26.0	genotype-red	40.0503947784555	0.400503947784555	genotype-red	genotype-red_26
26.0	genotype-green	0.0	0.0	genotype-green	genotype-green_26
26.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_26
26.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_26
26.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_26
26.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_26
26.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_26
26.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_26
26.0	genotype-green	0.0	0.0	genotype-greena	genotype-greena_26
26.0	genotype-orange	9.9299142387481	0.099299142387481	genotype-orange	genotype-orange_26
26.0	genotype-orange	9.9299142387481	0.099299142387481	genotype-orangea	genotype-orangea_26
26.0	genotype-red	40.0503947784555	0.400503947784555	genotype-reda	genotype-reda_26
26.0	genotype-0	0.01969098279640491	0.0001969098279640491	genotype-0a	genotype-0a_26
27.0	genotype-0	0.0031233485246531245	3.123348524653125e-05	genotype-0	genotype-0_27
27.0	genotype-red	40.01525523422405	0.4001525523422405	genotype-red	genotype-red_27
27.0	genotype-green	0.0	0.0	genotype-green	genotype-green_27
27.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_27
27.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_27
27.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_27
27.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_27
27.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_27
27.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_27
27.0	genotype-green	0.0	0.0	genotype-greena	genotype-greena_27
27.0	genotype-orange	9.9816214172513	0.099816214172513	genotype-orange	genotype-orange_27
27.0	genotype-orange	9.9816214172513	0.099816214172513	genotype-orangea	genotype-orangea_27
27.0	genotype-red	40.01525523422405	0.4001525523422405	genotype-reda	genotype-reda_27
27.0	genotype-0	0.0031233485246531245	3.123348524653125e-05	genotype-0a	genotype-0a_27
28.0	genotype-0	0.0	0.0	genotype-0	genotype-0_28
28.0	genotype-red	40.0039381965593	0.40003938196559297	genotype-red	genotype-red_28
28.0	genotype-green	0.0	0.0	genotype-green	genotype-green_28
28.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_28
28.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_28
28.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_28
28.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_28
28.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_28
28.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_28
28.0	genotype-green	0.0	0.0	genotype-greena	genotype-greena_28
28.0	genotype-orange	9.9960618034407	0.09996061803440699	genotype-orange	genotype-orange_28
28.0	genotype-orange	9.9960618034407	0.09996061803440699	genotype-orangea	genotype-orangea_28
28.0	genotype-red	40.0039381965593	0.40003938196559297	genotype-reda	genotype-reda_28
28.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_28
29.0	genotype-0	0.0	0.0	genotype-0	genotype-0_29
29.0	genotype-red	40.00062466970495	0.4000062466970495	genotype-red	genotype-red_29
29.0	genotype-green	0.0	0.0	genotype-green	genotype-green_29
29.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_29
29.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_29
29.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_29
29.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_29
29.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_29
29.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_29
29.0	genotype-green	0.0	0.0	genotype-greena	genotype-greena_29
29.0	genotype-orange	9.99937533029505	0.0999937533029505	genotype-orange	genotype-orange_29
29.0	genotype-orange	9.99937533029505	0.0999937533029505	genotype-orangea	genotype-orangea_29
29.0	genotype-red	40.00062466970495	0.4000062466970495	genotype-reda	genotype-reda_29
29.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_29
30.0	genotype-0	0.0	0.0	genotype-0	genotype-0_30
30.0	genotype-red	40.0	0.4	genotype-red	genotype-red_30
30.0	genotype-green	0.0	0.0	genotype-green	genotype-green_30
30.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_30
30.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_30
30.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_30
30.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_30
30.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_30
30.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_30
30.0	genotype-green	0.0	0.0	genotype-greena	genotype-greena_30
30.0	genotype-orange	10.0	0.1	genotype-orange	genotype-orange_30
30.0	genotype-orange	10.0	0.1	genotype-orangea	genotype-orangea_30
30.0	genotype-red	40.0	0.4	genotype-reda	genotype-reda_30
30.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_30
30.5	genotype-0	0.0	0.0	genotype-0	genotype-0_30.5
30.5	genotype-red	43.03399261300363	0.44795352491012363	genotype-red	genotype-red_30.5
30.5	genotype-green	0.0	0.0	genotype-green	genotype-green_30.5
30.5	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_30.5
30.5	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_30.5
30.5	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_30.5
30.5	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_30.5
30.5	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_30.5
30.5	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_30.5
30.5	genotype-green	0.0	0.0	genotype-greena	genotype-greena_30.5
30.5	genotype-orange	5.0	0.052046475089876386	genotype-orange	genotype-orange_30.5
30.5	genotype-orange	5.0	0.052046475089876386	genotype-orangea	genotype-orangea_30.5
30.5	genotype-red	43.03399261300363	0.44795352491012363	genotype-reda	genotype-reda_30.5
30.5	genotype-0	0.0	0.0	genotype-0a	genotype-0a_30.5
31.0	genotype-0	0.0	0.0	genotype-0	genotype-0_31
31.0	genotype-red	46.06798522600727	0.46067985226007274	genotype-red	genotype-red_31
31.0	genotype-green	3.932014773992725	0.03932014773992725	genotype-green	genotype-green_31
31.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_31
31.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_31
31.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_31
31.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_31
31.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_31
31.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_31
31.0	genotype-green	3.932014773992725	0.03932014773992725	genotype-greena	genotype-greena_31
31.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_31
31.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_31
31.0	genotype-red	46.06798522600727	0.46067985226007274	genotype-reda	genotype-reda_31
31.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_31
32.0	genotype-0	0.0	0.0	genotype-0	genotype-0_32
32.0	genotype-red	34.0664030755015	0.340664030755015	genotype-red	genotype-red_32
32.0	genotype-green	15.9335969244985	0.159335969244985	genotype-green	genotype-green_32
32.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_32
32.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_32
32.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_32
32.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_32
32.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_32
32.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_32
32.0	genotype-green	15.9335969244985	0.159335969244985	genotype-greena	genotype-greena_32
32.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_32
32.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_32
32.0	genotype-red	34.0664030755015	0.340664030755015	genotype-reda	genotype-reda_32
32.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_32
33.0	genotype-0	0.0	0.0	genotype-0	genotype-0_33
33.0	genotype-red	15.9335969244985	0.159335969244985	genotype-red	genotype-red_33
33.0	genotype-green	34.0664030755015	0.340664030755015	genotype-green	genotype-green_33
33.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_33
33.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_33
33.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_33
33.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_33
33.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_33
33.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_33
33.0	genotype-green	34.0664030755015	0.340664030755015	genotype-greena	genotype-greena_33
33.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_33
33.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_33
33.0	genotype-red	15.9335969244985	0.159335969244985	genotype-reda	genotype-reda_33
33.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_33
34.0	genotype-0	0.0	0.0	genotype-0	genotype-0_34
34.0	genotype-red	3.932014773992698	0.03932014773992698	genotype-red	genotype-red_34
34.0	genotype-green	46.0679852260073	0.460679852260073	genotype-green	genotype-green_34
34.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_34
34.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_34
34.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_34
34.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_34
34.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_34
34.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_34
34.0	genotype-green	46.0679852260073	0.460679852260073	genotype-greena	genotype-greena_34
34.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_34
34.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_34
34.0	genotype-red	3.932014773992698	0.03932014773992698	genotype-reda	genotype-reda_34
34.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_34
35.0	genotype-0	0.0	0.0	genotype-0	genotype-0_35
35.0	genotype-red	0.5	0.004996004299258668	genotype-red	genotype-red_35
35.0	genotype-green	49.5399889642001	0.49500399570074133	genotype-green	genotype-green_35
35.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_35
35.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_35
35.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_35
35.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_35
35.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_35
35.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_35
35.0	genotype-green	49.5399889642001	0.49500399570074133	genotype-greena	genotype-greena_35
35.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_35
35.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_35
35.0	genotype-red	0.5	0.004996004299258668	genotype-reda	genotype-reda_35
35.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_35
36.0	genotype-0	0.0	0.0	genotype-0	genotype-0_36
36.0	genotype-red	0.5	0.0049528129631194	genotype-red	genotype-red_36
36.0	genotype-green	49.9763660290826	0.4950471870368806	genotype-green	genotype-green_36
36.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_36
36.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_36
36.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_36
36.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_36
36.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_36
36.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_36
36.0	genotype-green	49.9763660290826	0.4950471870368806	genotype-greena	genotype-greena_36
36.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_36
36.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_36
36.0	genotype-red	0.5	0.0049528129631194	genotype-reda	genotype-reda_36
36.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_36
37.0	genotype-0	0.0	0.0	genotype-0	genotype-0_37
37.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_37
37.0	genotype-green	50.0	0.49504950495049505	genotype-green	genotype-green_37
37.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_37
37.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_37
37.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_37
37.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_37
37.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_37
37.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_37
37.0	genotype-green	50.0	0.49504950495049505	genotype-greena	genotype-greena_37
37.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_37
37.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_37
37.0	genotype-red	0.5	0.0049504950495049506	genotype-reda	genotype-reda_37
37.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_37
38.0	genotype-0	0.0	0.0	genotype-0	genotype-0_38
38.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_38
38.0	genotype-green	50.0	0.49504950495049505	genotype-green	genotype-green_38
38.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_38
38.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_38
38.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_38
38.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_38
38.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_38
38.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_38
38.0	genotype-green	50.0	0.49504950495049505	genotype-greena	genotype-greena_38
38.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_38
38.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_38
38.0	genotype-red	0.5	0.0049504950495049506	genotype-reda	genotype-reda_38
38.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_38
39.0	genotype-0	0.0	0.0	genotype-0	genotype-0_39
39.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_39
39.0	genotype-green	50.0	0.49504950495049505	genotype-green	genotype-green_39
39.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_39
39.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_39
39.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_39
39.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_39
39.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_39
39.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_39
39.0	genotype-green	50.0	0.49504950495049505	genotype-greena	genotype-greena_39
39.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_39
39.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_39
39.0	genotype-red	0.5	0.0049504950495049506	genotype-reda	genotype-reda_39
39.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_39
40.0	genotype-0	0.0	0.0	genotype-0	genotype-0_40
40.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_40
40.0	genotype-green	50.0	0.49504950495049505	genotype-green	genotype-green_40
40.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_40
40.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_40
40.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_40
40.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_40
40.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_40
40.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_40
40.0	genotype-green	50.0	0.49504950495049505	genotype-greena	genotype-greena_40
40.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_40
40.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_40
40.0	genotype-red	0.5	0.0049504950495049506	genotype-reda	genotype-reda_40
40.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_40
41.0	genotype-0	0.0	0.0	genotype-0	genotype-0_41
41.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_41
41.0	genotype-green	50.0	0.49504950495049505	genotype-green	genotype-green_41
41.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_41
41.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_41
41.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_41
41.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_41
41.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_41
41.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_41
41.0	genotype-green	50.0	0.49504950495049505	genotype-greena	genotype-greena_41
41.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_41
41.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_41
41.0	genotype-red	0.5	0.0049504950495049506	genotype-reda	genotype-reda_41
41.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_41
42.0	genotype-0	0.0	0.0	genotype-0	genotype-0_42
42.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_42
42.0	genotype-green	50.0	0.49504950495049505	genotype-green	genotype-green_42
42.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_42
42.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_42
42.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_42
42.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_42
42.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_42
42.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_42
42.0	genotype-green	50.0	0.49504950495049505	genotype-greena	genotype-greena_42
42.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_42
42.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_42
42.0	genotype-red	0.5	0.0049504950495049506	genotype-reda	genotype-reda_42
42.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_42
43.0	genotype-0	0.0	0.0	genotype-0	genotype-0_43
43.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_43
43.0	genotype-green	50.0	0.49504950495049505	genotype-green	genotype-green_43
43.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_43
43.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_43
43.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_43
43.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_43
43.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_43
43.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_43
43.0	genotype-green	50.0	0.49504950495049505	genotype-greena	genotype-greena_43
43.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_43
43.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_43
43.0	genotype-red	0.5	0.0049504950495049506	genotype-reda	genotype-reda_43
43.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_43
44.0	genotype-0	0.0	0.0	genotype-0	genotype-0_44
44.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_44
44.0	genotype-green	50.0	0.49504950495049505	genotype-green	genotype-green_44
44.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_44
44.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_44
44.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_44
44.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_44
44.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_44
44.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_44
44.0	genotype-green	50.0	0.49504950495049505	genotype-greena	genotype-greena_44
44.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_44
44.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_44
44.0	genotype-red	0.5	0.0049504950495049506	genotype-reda	genotype-reda_44
44.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_44
45.0	genotype-0	0.0	0.0	genotype-0	genotype-0_45
45.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_45
45.0	genotype-green	50.0	0.49504950495049505	genotype-green	genotype-green_45
45.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_45
45.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_45
45.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_45
45.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_45
45.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_45
45.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_45
45.0	genotype-green	50.0	0.49504950495049505	genotype-greena	genotype-greena_45
45.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_45
45.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_45
45.0	genotype-red	0.5	0.0049504950495049506	genotype-reda	genotype-reda_45
45.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_45
46.0	genotype-0	0.0	0.0	genotype-0	genotype-0_46
46.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_46
46.0	genotype-green	50.0	0.49504950495049505	genotype-green	genotype-green_46
46.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_46
46.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_46
46.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_46
46.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_46
46.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_46
46.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_46
46.0	genotype-green	50.0	0.49504950495049505	genotype-greena	genotype-greena_46
46.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_46
46.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_46
46.0	genotype-red	0.5	0.0049504950495049506	genotype-reda	genotype-reda_46
46.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_46
47.0	genotype-0	0.0	0.0	genotype-0	genotype-0_47
47.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_47
47.0	genotype-green	50.0	0.49504950495049505	genotype-green	genotype-green_47
47.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_47
47.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_47
47.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_47
47.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_47
47.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_47
47.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_47
47.0	genotype-green	50.0	0.49504950495049505	genotype-greena	genotype-greena_47
47.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_47
47.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_47
47.0	genotype-red	0.5	0.0049504950495049506	genotype-reda	genotype-reda_47
47.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_47
48.0	genotype-0	0.0	0.0	genotype-0	genotype-0_48
48.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_48
48.0	genotype-green	50.0	0.49504950495049505	genotype-green	genotype-green_48
48.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_48
48.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_48
48.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_48
48.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_48
48.0	genotype-orchid	0.0	0.0	genotype-orchida	genotype-orchida_48
48.0	genotype-aqua	0.0	0.0	genotype-aquaa	genotype-aquaa_48
48.0	genotype-green	50.0	0.49504950495049505	genotype-greena	genotype-greena_48
48.0	genotype-orange	0.0	0.0	genotype-orange	genotype-orange_48
48.0	genotype-orange	0.0	0.0	genotype-orangea	genotype-orangea_48
48.0	genotype-red	0.5	0.0049504950495049506	genotype-reda	genotype-reda_48
48.0	genotype-0	0.0	0.0	genotype-0a	genotype-0a_48
49.0	genotype-0	0.0	0.0	genotype-0	genotype-0_49
49.0	genotype-red	0.5	0.0049504950495049506	genotype-red	genotype-red_49
49.0	genotype-green	50.0	0.49504950495049505	genotype-green	genotype-green_49
49.0	genotype-aqua	0.0	0.0	genotype-aqua	genotype-aqua_49
49.0	genotype-sienna	0.0	0.0	genotype-sienna	genotype-sienna_49
49.0	genotype-sienna	0.0	0.0	genotype-siennaa	genotype-siennaa_49
49.0	genotype-orchid	0.0	0.0	genotype-orchid	genotype-orchid_49
